,date,username,tweet,hashtags,nlikes
10,2020-08-14 16:08:02,mmburnham,"As a member of the @WCSDTweet Equity & Diversity Taskforce, I am appalled that this decision was not informed by the work of the @WCSDequity department. Why have a department if you don’t consult it before making decisions about support of Black lives? #BLM  https://twitter.com/rgj/status/1294277358174851073 …",['#blm'],17
11,2020-08-14 16:06:17,makiaken,"#BLM I love her #TeamV
#Days #Cin pic.twitter.com/BviyQUzOpF","['#blm', '#teamv', '#days', '#cin']",29
12,2020-08-14 16:02:57,BrendonWoodsPD,Not a single one of Trump’s 53 confirmed appeals court nominees is Black. Only one confirmed appeals court nominee is Latinx. He has filled about 30 % of the positions in the federal appeals courts. THIS IS TERRIFYING. THIS IS IMPORTANT #Vote2020 #BLM  https://www.brennancenter.org/our-work/analysis-opinion/trump-and-mcconnells-overwhelmingly-white-male-judicial-appointments …,"['#vote2020', '#blm']",20
13,2020-08-14 16:02:30,pdfreshness,"The media is proclaiming that Kamala’s VP nomination is a nod to both  #BLM and #MeToo. In reality her VP nomination is a repudiation of both social movements. 

She willingly became the VP to a man credibly accused of rape and sexual assault and she was California’s “top cop”","['#blm', '#metoo']",22
14,2020-08-14 15:58:24,AaronCwell,"📣📣

it's time patriots.

footage by:
@Villain_Phoenix 
@PTNewsnetwork
@AaronCwell 
......
#BackTheBlue #PortlandProtests #PortlandRiots #SeattleRiots #seattleprotests #MAGA2020 #Trump2020Landslide #KAG2020 #WWGIWGA #antifa #BLM  pic.twitter.com/GDH2WshrcQ","['#backtheblue', '#portlandprotests', '#portlandriots', '#seattleriots', '#seattleprotests', '#maga2020', '#trump2020landslide', '#kag2020', '#wwgiwga', '#antifa', '#blm']",20
15,2020-08-14 15:55:37,mikeone4uneu,"Black Lives Matter mob demands White people move out of their neighborhood and give their homes to black people.

#BLM  pic.twitter.com/w0zDz7b0Uq",['#blm'],273
16,2020-08-14 15:54:17,too_smoove23,You Want College Hoops? MASK UP ❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️ #BLM  pic.twitter.com/pZ1TPOwjEt,['#blm'],84
17,2020-08-14 15:53:37,KR1573N,"They're here! They're here! Great design, @shawndunwoody 👏🏻👏🏻👏🏻 #BLM #ROC 

Get yours:  https://www.dunwoode.design/blm-rochester  pic.twitter.com/LaAOoVtpx7","['#blm', '#roc']",25
18,2020-08-14 15:39:49,iam_samlandis,"Why does #blm have to answer for looters, but the @NRA doesn’t have to answer for school shooters?",['#blm'],68
19,2020-08-14 15:38:01,BlackNews,Social Activist and Bail Bonds Owner Launches New Curriculum Being Used by Schools to Teach Fundamental Laws  https://www.blacknews.com/news/krystal-banks-social-activist-bail-bonds-owner-launches-sticky-situation-curriculum/ … #BlackGirlMagic #BlackGirlsRock #blackexcellence #BlackTwitter #BlackWomenLead #melanin #melaninpoppin #BlackLivesMatter #BLM  pic.twitter.com/00OBeoDH9j,"['#blackgirlmagic', '#blackgirlsrock', '#blackexcellence', '#blacktwitter', '#blackwomenlead', '#melanin', '#melaninpoppin', '#blacklivesmatter', '#blm']",15
20,2020-08-14 15:32:13,RoiyaMontoya,"after the way I have proven my own ability to care so deeply for some of the people I have called ""sisters"", it is really gross to see how some of y'all's true feelings unfold. wanna act like #BLM in my face, but as soon as I graduate, it's a bunch of ""well, ACTUALLY...""",['#blm'],23
21,2020-08-14 15:30:00,beinlibertarian,#BLM... y u do dis?  pic.twitter.com/hka69VEaMU,['#blm'],499
22,2020-08-14 15:28:48,ksorbs,"I think you will like this article from The Babylon Bee:  https://babylonbee.com/news/blm-rioters-awarded-nobel-peace-prize/ …
#BLM #AntiFascist #NobelPeacePrize #Politics","['#blm', '#antifascist', '#nobelpeaceprize', '#politics']",381
23,2020-08-14 15:28:24,SchneiderStache,"Anyone calling for a Dolly Parton boycott because she showed respect for #BLM has taken the ignorant, racist redneck to a whole new level. You're not worth the tobacco juice in your pappy's spitoon.",['#blm'],16
24,2020-08-14 15:17:39,tingle_con,"See you in 45 minutes for the #BLM Movement & The ASMR community panel with @Shadowy_Whisper and @AsmrGyal #Tinglecon2020
 https://www.twitch.tv/tinglecon  and right after a live stream by @ASMRdestiny 😴❤","['#blm', '#tinglecon2020']",23
25,2020-08-14 15:16:39,alexmcclelland,"The Ottawa-Carleton District School Board (OCDSB) is pulling funding for dedicated police officers at two urban high schools and redirecting the money toward programs that benefit marginalized students.

#defundpolice #BLM
 https://www.cbc.ca/news/canada/ottawa/ottawa-schools-police-officers-budget-cut-1.5686412 …","['#defundpolice', '#blm']",68
26,2020-08-14 15:09:07,NadialloydTO,"Designed alongside my son, the #BLM collection represents a community coming together in solidarity. ✊🏾❤️

$5 of all sales will be donated to @BLM_TO
 https://nadialloyd.com/collections/black-lives-matter … pic.twitter.com/boZuRqPXDL",['#blm'],15
27,2020-08-14 15:00:11,rosshiGB,"Yep @Keir_Starmer is definitely underhanded
with ZERO integrity
he says he is against racism
took a knee for #BLM
yet has done NOTHING about the racists in @UKLabour HQ
FACT some have been promoted
the 600k 2 the LYING staffers is a payoff
4 their part in CONSPIRACY against JC",['#blm'],18
28,2020-08-14 14:31:39,FredAgho_,"I'll just keep on living, the way I want to live....
Model : @dayofade 
Camera: Fujifilm GFX50r 
#black #blackboyjoy #blackboymagic #houston #blm #fujifred pic.twitter.com/1tkOf2cnJg","['#black', '#blackboyjoy', '#blackboymagic', '#houston', '#blm', '#fujifred']",15
29,2020-08-14 14:31:00,kawhi_account,i’m dead he said: #blm #bbc 💀💀💀 pic.twitter.com/DSOxSoTOg2,"['#blm', '#bbc']",83
30,2020-08-14 14:26:00,LEAD_Coalition,"Study: African American Teens Exposed to More #Dementia Risk Factors Than White Teens  https://www.beingpatient.com/african-american-dementia-risk-factors/ …
#Alzheimers #publichealth #BLM @Imani_Barbarin @blkwomenshealth @blaxicanUnfazed @EDC1Creations @TheUnicorn999 @vwheato @diversity54 @DrFNA @TanRob22 @pittman_nairobi pic.twitter.com/tPctjl7ce0","['#dementia', '#alzheimers', '#publichealth', '#blm']",15
31,2020-08-14 14:15:32,RuinYourDayNow,"We are to proud to partner with #ArtistsForChange on the upcoming #RYDRadio, Vol. 4🍦 mixtape. #RYD and our artists are committed to donating 20% of all royalties to the @NAACP_LDF and @ColorOfChange in support of the #BLM movement. ✊🏿✊🏾✊🏽  pic.twitter.com/VbyMX3aPSc","['#artistsforchange', '#rydradio', '#ryd', '#blm']",20
32,2020-08-14 14:15:22,bluenobby,"I am sick to my back teeth of the likes of @DawnButlerBrent & @HackneyAbbott getting away with racism and turning themselves into victims whenever they are challenged, all facilitated by @Keir_Starmer, Cressida Dick, @SadiqKhan & co. These people along with #BLM are the problem.",['#blm'],1203
33,2020-08-14 14:07:33,Power106LA,"#PressPlay: For any one who didn’t think #DollyParton was a REAL ONE...Dolly tells #Billboard: “Of course Black lives matter. Do we think our little white asses are the only ones that matter? No!” 💯👏🏽🗣 #BLM
 pic.twitter.com/0kUJalaZk7","['#pressplay', '#dollyparton', '#billboard', '#blm']",22
34,2020-08-14 13:58:50,gen_tuu,Barcelona lives matter 😔 #BLM,['#blm'],148
35,2020-08-14 13:43:51,jufrickinlissa,"You are allowed to care about #BLM and #SaveThePostOffice and #saveourchildren and the presidential election and ICE and your mom, your cat, your car ALL AT THE SAME TIME. Please CARE ABOUT THINGS THAT MATTER. ABOUT PEOPLE THAT MATTER. PLEASE BE THE CHANGE OKAY!!! PLEASE CARE","['#blm', '#savethepostoffice', '#saveourchildren']",18
36,2020-08-14 13:43:05,MirendaR,"This coward took precious time out of his day to send me a racist, immature & self-righteous voice message.... and then blocked me so I couldn’t respond.  1/3

#blm #BlackTwitter #BlackLivesMatter # pic.twitter.com/eSbah3y0Cw","['#blm', '#blacktwitter', '#blacklivesmatter']",12
37,2020-08-14 13:40:07,Freedom4Horses,"An ""emergency"" gather is just a way for BLM to skirt federal law by claiming the horses are ""in danger"" so they don't have to conduct an environmental analysis or take comments from the public. Shameful. #FridayThoughts #Utah #AnimalWelfare #law #government #BLM #YouShouldKnow https://twitter.com/Freedom4Horses/status/1294373133864988672 …","['#fridaythoughts', '#utah', '#animalwelfare', '#law', '#government', '#blm', '#youshouldknow']",29
38,2020-08-14 13:33:36,LukeMitchellUTB,Thought now is an appropriate time to reshare the documentary about the rise of racism in football I created over a year ago now featuring my mate @jayyatkin9. Maybe a little outdated now but still holds its credit I think. #BLM #KickItOut https://youtu.be/lz8048PavXc ,"['#blm', '#kickitout']",17
39,2020-08-14 13:29:22,justfollow61,Sharing from FB because it is pissing me off and I wish I could articulate it this well... #BLM #JusticeforBreonnaTaylor #JusticeForCannon pic.twitter.com/4fQY0ZKF4i,"['#blm', '#justiceforbreonnataylor', '#justiceforcannon']",20
40,2020-08-14 13:20:00,RT_com,"Not all coronavirus restrictions were created equal: a #Megachurch is suing the state of California for banning large religious services but allowing #BLM protests.

 https://on.rt.com/ao8q  pic.twitter.com/vbUOiSIxBz","['#megachurch', '#blm']",54
41,2020-08-14 13:18:45,NKrankie,"It's a sad day when two young white boys can't even have a lemonade stand without being robbed by two black older teens, with a gun. #BLM  https://twitter.com/throneofthesun/status/1294336384757571585 …",['#blm'],61
42,2020-08-14 13:12:15,amalitsawh0,(WAP) WHAT ABOUT PROSECUTING the cops who killed Breonna Taylor. #BLM,['#blm'],26
43,2020-08-14 13:02:11,AndyPierrotti,"There are a handful of stories I’ve told in my career that keep me up at night. This is one of them. His name is Kevil Wingo. His life mattered. I hope you’ll remember his name. And, I hope you’ll watch Monday. 

#blacklivesmatter #BLM  pic.twitter.com/lnHa68ak4A","['#blacklivesmatter', '#blm']",88
44,2020-08-14 13:00:53,CopWithAttitude,"Dear #BLM 

Small suggestion; but if you’re going to demand that a white person give you their house, I’d pick the ones with the Biden signs on their lawns. That, or a “Coexist” bumper sticker on their car. 

The Trump houses are all heavily armed and have been waiting for you.  https://twitter.com/robbystarbuck/status/1294356649499598848 …",['#blm'],460
45,2020-08-14 12:49:07,hackworthsoccer,"Shoutout to @adidassoccer  for the incredible special edition #BLM boots.

Our club @loucityfc will wear them proudly! 
✊✊🏻✊🏽✊🏾✊🏿

PS - much to my chagrin, I am wearing white boots for the 1st time ever. 2020 keeps on giving... pic.twitter.com/Vu7OQBJMsN – at Lynn Family Stadium",['#blm'],81
46,2020-08-14 12:33:25,DrRamblings,"Hey ADHD'ers...The ADHD Guide to Cleaning is the best guide to cleaning I've found. Rene knows how to frame things in ways that are accessible & actually work. 

BONUS: Also a black-owned biz.

#ADHD #neurodiversesquad #Neurodiversity #ADD #BLM #BlackBusiness #BlackOwnedBusiness https://twitter.com/blkgirllostkeys/status/1294112987599511564 …","['#adhd', '#neurodiversesquad', '#neurodiversity', '#add', '#blm', '#blackbusiness', '#blackownedbusiness']",44
47,2020-08-14 12:26:25,TurtleboyTweets,"The leaders of #BLM New Bedford are this couple. They've organized every protest, gotten cops to kneel for them, carry ""fuck the police"" signs with them, and have used their platform to attack local businesses who don't support BLM @iheartmindy https://tbdailynews.com/new-bedford-blm-leader-arrested-for-double-shooting-baby-mama-arrested-on-warrants-blm-activists-dox-new-bedford-guide-owner-for-reporting-it/ …",['#blm'],66
48,2020-08-14 12:20:21,rileyncade,This is history. #blm  pic.twitter.com/psIACFax3A,['#blm'],16
49,2020-08-14 12:12:58,knowitallNYC1,PAIN VIDEO DROPPING SOON !!!  FEAT MY BRO @vonperion2 !!! REAL QUEENS MC SHIT !! JUST A SMALL TASTE OF MY VERSE WHAT U THINK 🤔 #hiphop #blm  pic.twitter.com/XRkJGySCtl,"['#hiphop', '#blm']",42
50,2020-08-14 12:09:01,Autrice,"I stopped supporting her when she kept her mouth shut while 2 dingbats maligned Trump.

#BLM is a MARXIST MOVEMENT. They don’t give 2💩 abt Black children.

#AntiAmerican

⁦@DollyParton⁩ voices support for #BlackLivesMatter https://www.wkrn.com/entertainment-news/dolly-parton-voices-support-for-black-lives-matter-movement/ …","['#blm', '#antiamerican', '#blacklivesmatter']",21
51,2020-08-14 12:02:19,KentuckyGoddess,"I view my black conservative brothers and sisters as family!! Race means nothing. I love them all!

But when it comes to #BLM, I DESPISE them!!! And I don’t care who else supports that terrorist hate group!! I despise them all!!

Don’t get those 2 confused.

#Trump2020","['#blm', '#trump2020']",134
52,2020-08-14 12:02:09,ReidCoolsaet,"If minorities were in a position to achieve equality it would have been done long ago. It’s up to the majority (whites) to foster equality. 
Recognizing there is a problem and listening are first steps. 
Speaking up and correcting wrongs will help improve the culture. #BLM",['#blm'],126
53,2020-08-14 11:52:43,tirednconfused_,It’s died down again but it’s still important: Black Lives Matter! Also arrest the killers of Breonna Taylor. Sign some petitions and donate to helping BIPOC #BLM,['#blm'],32
54,2020-08-14 11:49:49,KatieStumpp,"Guys, you're too kind!! Lots of people behind the scenes on this one to make it all happen!! It was a fun project! 

Now keep wearing those masks!!
#WeWantToPlay #BLM
#H2P 😷😷 https://twitter.com/Pitt_BASE/status/1294305976997289987 …","['#wewanttoplay', '#blm', '#h2p']",21
55,2020-08-14 11:42:37,stewartdantec,"We Real Cool—bell hooks
Breathe— @imaniperry 
From #BLM to Black Liberation—@KeeangaYamahtta 
Womanist Midrash—@WilGafney 
Joy Unspeakable—Barbara Holmes
Enfleshing Freedom—Shawn Copeland 
The Source of Self-Regard—Toni Morrison
Women, Race, & Class—Angela Davis https://twitter.com/blkwomenradical/status/1294336547844759552 …",['#blm'],20
56,2020-08-14 11:35:25,orjenkins11,Watch this #BLM  https://twitter.com/btsportrugby/status/1294339537729200132 …,['#blm'],17
57,2020-08-14 11:20:23,Bwahlberg,Making it known in our home #BlackLivesMatter #BLM  pic.twitter.com/0jWW6mlWWh,"['#blacklivesmatter', '#blm']",47
58,2020-08-14 11:19:58,Jayytastic1,"I heard they said it takes $0.00 to support a young artist , #BLM  pic.twitter.com/qAmPsZxn1G",['#blm'],30
59,2020-08-14 11:11:04,instinctmag,Dolly Parton's Support For BLM: 'Do We Think Our Little White A**ses Are The Only Ones That Matter?'  http://dlvr.it/RdftTq  #blm #DollyParton #LGBTQ #SameSexMarriage pic.twitter.com/5SZ1nwXTqZ,"['#blm', '#dollyparton', '#lgbtq', '#samesexmarriage']",21
60,2020-08-14 10:59:37,frankie0961,When did #blm organize and engage in looting?,['#blm'],38
61,2020-08-14 10:58:58,hostileholly5w,Disgusting comments from #blm supporters praising the death of#cannonhinnant killed for having white privilege  https://riversofclaret.wordpress.com/2020/08/14/disgusting-comments-from-blm-supporters-praising-the-death-ofcannonhinnant-killed-for-having-white-privilege/ …,['#blm'],18
62,2020-08-14 10:42:00,politicalite,CHICKEN: Oxford #BLM Leader Ducks Out Of Race Debate with Rikki Doolan   https://www.politicalite.com/black-lives-matter/chicken-oxford-blm-leader-ducks-out-of-race-debate-with-rikki-doolan/ … via @Politicalite,['#blm'],61
63,2020-08-14 10:36:21,Dougsjourney7,"Comments like: These people have lost it, They're crazy, etc. Crazy like a fox! BLM geniuses? No, but not stupid either. #BLM is paying attention, Big Business, 'Celebs', Pro-Spots Support them.
This ""request"", crazy to us! 
BLM's Delusion; they're owed!
👉🏽""Reparations.""😂  https://twitter.com/MarkDice/status/1294076760078684160 …",['#blm'],23
64,2020-08-14 10:32:11,DarinLarson8,"Yes. If you wear a MAGA hat you are a racist. No there are not exceptions. Tell me I don’t need to know what is in your heart. I can see the blood on the club in your hand. I can see the noose you put in the tree.

#VoteBrightBlueAmerica
#BLM equal to mine  https://flip.it/S0wcGi ","['#votebrightblueamerica', '#blm']",14
65,2020-08-14 10:22:42,GarnettHollis,"It’s crazy to think that after all the protests and marches of the Black Lives Matter movement, my alma mater @BGAwildcats is making students take off their BLM masks. Taking away the right for people to express themselves... sounds quite familiar to me. #BLM",['#blm'],123
66,2020-08-14 10:22:39,gccarra,"HOWEVER, what has clearly been demonstrated is that an unacceptably significant portion of our population do not believe/understand that #BLM, are not committed to #antiracism, are in fact emboldened by this moment to stand on the wrong side of history & spout #racism & #hate. 5/","['#blm', '#antiracism', '#racism', '#hate']",26
67,2020-08-14 10:22:37,Fiorella_im,"You can but its hypocrisy based on fact. He wrote the crime bill and she exploited that to jail POC, especially Black people. So to say #BLM symbolically sure but you don’t mean it if you don’t take that into consideration.",['#blm'],67
68,2020-08-14 10:18:26,EbonyJHilton_MD,"For every 1,250 Blacks who were alive on New Years Day, One of them has died from #COVID19. 

My question is, when a black person dies does the world make a sound? Don’t just tell me #BLM, SHOW ME! @JoeBiden & @SenKamalaHarris, we need a #SecretaryOfEquity to address #Disparities pic.twitter.com/9aVkjZdVyU","['#covid19', '#blm', '#secretaryofequity', '#disparities']",91
69,2020-08-14 10:17:02,WonderWoman2KAG,"#BlackLivesMatter is a lie. Only SOME Black lives matter. THESE don't: Black cops, Black Republicans, Black Pro-Life Christians, Black babies in the womb, Black Trump supporters & Black children on the streets of Chicago & Baltimore. #ICYMI, #BLM donations go to @TheDemocrats. pic.twitter.com/b9S4mIP2G1","['#blacklivesmatter', '#icymi', '#blm']",32
70,2020-08-14 10:14:50,gccarra,"I’m glad Doug Driediger’s 1995 #GivingWingsToTheDream will continue to be part of the DT’s story & while we absolutely need to make room for #BIPOC artists & meaningfully recognize that #BLM, there’s plenty of unadorned wall-space in #yyc on which to do that. 3/","['#givingwingstothedream', '#bipoc', '#blm', '#yyc']",19
71,2020-08-14 10:12:46,fizapirani,wish this @aaja plenary could've gone on for hours - thank you @originalspin @SorayaMcDonald @WesleyLowery @HelenZiaReal <3 #BLM #aaja20 pic.twitter.com/yLyV7fUgcI,"['#blm', '#aaja20']",12
72,2020-08-14 10:08:44,BrexitBrit,"My theory as to why the #MSM are airbrushing so many white people from our TV screens

#BLM provided them with the excuse to do so

They have never forgiven 17.4m for voting #Brexit

They think all Leavers are white racists

We can get revenge by boycotting them, as I have done","['#msm', '#blm', '#brexit']",150
73,2020-08-14 10:07:03,THERATQUEENN,Great question #BLM #BlackLivesMatter pic.twitter.com/WSGHISN6bE,"['#blm', '#blacklivesmatter']",309
74,2020-08-14 10:01:28,JosieAlynn,"Ew. To everyone using that little boys death as a comparison and yet another way to attempt to discredit #BLM. 

Ew🤢🤮, to every part of you.",['#blm'],15
75,2020-08-14 09:59:59,gccarra,I was on vacation when the controversy surrounding the 1st of #yyc’s #BLM #antiracism murals exploded but like a lot of my colleagues I spent time working towards a solution. Particular kudos have to be given to @nenshi for his leadership in the face of a terrible no win sitch 1/,"['#yyc', '#blm', '#antiracism']",35
76,2020-08-14 09:58:17,queenoftheringg,"For those asking about the #BLM shirt I wore on #Quizzlemania, here’s the link! -  https://www.tiltheendnyc.com/ 

All proceeds donated to different organizations such as #BlackLivesMatter, bail bonds and Trans Women of Color Collective ✨ https://twitter.com/queenoftheringg/status/1293696420093071363 …","['#blm', '#quizzlemania', '#blacklivesmatter']",71
77,2020-08-14 09:49:55,leahjwright,So angry today that it took three different shops before we found a black baby doll to buy for our friend’s little girl for her birthday. Well done and thank you @SmythsToysUK - a small selection of diverse baby dolls but a selection at least. #BLMUK #BLM,"['#blmuk', '#blm']",14
78,2020-08-14 09:47:38,null_laura,Who is going to protect them from the looters & rioters? Why is 9/11 cancelled but #BLM is celebrated?  NYC will never be the same thanks to you & @NYGovCuomo I’m so sad for a once great city to end up run by thugs.  Wish the mob would show up and clean it up!,['#blm'],50
79,2020-08-14 09:43:50,cbloggy,"For @vice, I talked to @CatsCommentary, @tainaangeli, and other progressive organizers who marched under #BLM banners this summer about Kamala Harris's nomination to be Joe Biden's vice president. And nobody's very excited about it!  https://www.vice.com/en_us/article/qj4n9d/black-lives-matter-isnt-going-to-just-shut-up-and-vote-for-kamala-harris …",['#blm'],13
80,2020-08-14 09:39:31,JeffHarryPlays,This is what criticism of @Mike_Pence would look like if he was @KamalaHarris. #Hypocrisy #FridayThoughts #BidenHarris2020 #kamalaharris #mikepence #trump #BidenHarris #election #ElectionDay #blm @TheDemocrats pic.twitter.com/klrBVvmu8w,"['#hypocrisy', '#fridaythoughts', '#bidenharris2020', '#kamalaharris', '#mikepence', '#trump', '#bidenharris', '#election', '#electionday', '#blm']",60
81,2020-08-14 09:36:51,Blavity,"Gon 'head and check your folks, Dolly! #BLM  https://bit.ly/33V7tsS ",['#blm'],38
82,2020-08-14 09:35:51,JomcneillUCU,Such a powerful image - our anti-cas Officer who spent lockdown facing the sack take the knee alongside the founder of Liverpool’s #BLM movement and Liverpool’s first ever black MP @KimJohnsonMP surrounded by loads of solidarity banners #defendalljobs #solidaritydayofaction ✊ pic.twitter.com/11o54jOgpt,"['#blm', '#defendalljobs', '#solidaritydayofaction']",60
83,2020-08-14 09:35:48,Amira_Nation_,"Just a reminder that I,as a woman of color while rushing to the hospital was mostly stressed about wearing a mask that’s NOT my BLM mask so that the doctors would take care of me properly. Check your privilege.. #blm #BlackWomenMatter","['#blm', '#blackwomenmatter']",18
84,2020-08-14 09:32:36,kehinde_andrews,"""The impact of university curated racism, which supported the notion of the ‘white man’s burden’ to ‘civilise’ the world, echoes loudly today"" @sofiaakel pulls no punches talking about decolonising the university as part of @EachOtherUk
#BLM takeover ✊🏿
 https://eachother.org.uk/decolonising-the-curriculum-what-it-really-means/ …",['#blm'],187
85,2020-08-14 09:27:13,lindsaygetzell,"Pandemic, but make it fashion. 

I’m wearing @darkgardencorsetry’s Valentine #corset & facemask, and my @catherinedlish Cassandra robe.

Stay safe out there 🖤💋🌊. #VoteBlue2020 #BLM ✊  pic.twitter.com/jmH70SqnP3 – at Sutro Baths","['#corset', '#voteblue2020', '#blm']",23
86,2020-08-14 09:24:55,BIGDAVE21420668,Black Woman Woke on #BLM lies.  pic.twitter.com/01lYrXIVG6,['#blm'],169
87,2020-08-14 09:14:48,US_of_A_1st,".
🚩 The more you know about Joe Biden the better you know who to #VOTE for... #Trump2020 #WalkAwayFromDemocrats #BLM  https://twitter.com/RealJamesWoods/status/1294298598885036033 …","['#vote', '#trump2020', '#walkawayfromdemocrats', '#blm']",30
88,2020-08-14 09:12:33,viduch2361,"I'm sure you're not a Christian by saying any innocent child/person got what they deserve due to their looks/skin color.

Where's #BLM for the deaths of innocent AA babies killed daily?
They DON'T Matter, do they?

READ, and #SayTheirNames
#ChannonHinnant
#SecoriaWilliamson
👇","['#blm', '#saytheirnames', '#channonhinnant', '#secoriawilliamson']",15
89,2020-08-14 09:10:54,shefalikulkarni,What an outstanding panel winding down the #AAJA20 conference. A great conversation about Asians for #BLM - a ton to unpack here and I just wish that white newsroom managers/leaders were listening to this conversation. ((sigh))  pic.twitter.com/6ocX7bGf66,"['#aaja20', '#blm']",22
90,2020-08-14 09:10:12,armyofdan,It appears to be @DollyParton appreciation day/week/month and I am all here for that. Its never too late to appreciate. #Dollywood #BooksfromBirth #COVIDFunds #BLM #artist #TN,"['#dollywood', '#booksfrombirth', '#covidfunds', '#blm', '#artist', '#tn']",14
91,2020-08-14 09:08:28,mog7546,"#Florida Sheriff Who Threatened to Deputize ‘Lawful Gun Owners’ Against #BLM Faces Unrelated Felony Charges

#DarrylDaniels was given two choices: immediately resign his position and never seek another elected office or face felony charges

#MOG https://lawandcrime.com/awkward/florida-sheriff-who-threatened-to-deputize-lawful-gun-owners-against-blm-faces-unrelated-felony-charges/ …","['#florida', '#blm', '#darryldaniels', '#mog']",32
92,2020-08-14 09:05:03,bristolmuseum,Calling artists! Interested in making work about how Black Lives Matter relates to your experience? Bristol Museum & Art Gallery has a grant for £1500 for an artist to make a new 2D work that responds to #BLM. Closing date 31st August.  https://www.bristolmuseums.org.uk/work-for-us/volunteering/ …,['#blm'],21
93,2020-08-14 09:04:11,C_Montgomery3,Proud to call @ReggieCannon15 a teammate. He continues to lead by example and fight for social injustices  #BLM  https://twitter.com/BleacherReport/status/1293917432067784704 …,['#blm'],163
94,2020-08-14 09:01:54,OutragedMary,"The Media, Social Media, Judiciary, Universities, Colleges - all controlled by #woke Left
""Good"" people support #BLM, welcoming migrants, #EU, Foreign Aid
A year after Tory Landslide victory the story STILL being peddled is that MAJORITY of white British are racist Quasi-Fascists","['#woke', '#blm', '#eu']",31
95,2020-08-14 08:54:27,earlycuyler,"This account is fan-operated and has no affiliations or dealings with Stuart Baker (Unknown Hinson) nor Adult Swim/Cartoon Network. We do not share any of the thoughts or expressions from Mr. Baker, and believe quite the opposite that Black Lives DO indeed matter. #BLM",['#blm'],327
